scientific_name	strain	gcf_accession	refseq_category	phylum	class	order	family	genus	species	habitat	oxygen_requirement	gut_flag	pathogenicity
Dermatobacter hominis	Kera-3	GCF_020715685.1	reference genome	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Dermatobacter	Dermatobacter hominis	soil/clinical	aerobe	non_gut	non_pathogenic
Dermatophilus congolensis	NCTC13039	GCF_900187045.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Dermatophilus	Dermatophilus congolensis	soil/clinical	aerobe	non_gut	non_pathogenic
Desertifilum tharense IPPAS B-1220	IPPAS B-1220	GCF_001746915.2	reference genome	Cyanobacteriota	Cyanophyceae	Desertifilales	Desertifilaceae	Desertifilum	Desertifilum tharense	freshwater/marine	aerobe	non_gut	non_pathogenic
Desulfarculus baarsii DSM 2075	DSM 2075	GCF_000143965.1	reference genome	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfatibacillum aliphaticivorans	AK-1	GCF_000021905.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	Desulfatibacillum	Desulfatibacillum aliphaticivorans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfatiglans parachlorophenolica	JCM 19179	GCF_055394735.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans parachlorophenolica	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfitobacterium hafniense DCB-2	DCB-2	GCF_000021925.1	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium hafniense	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfobacca acetoxidans DSM 11109	DSM 11109	GCF_000195295.1	reference genome	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	Desulfobacca acetoxidans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfobacula toluolica Tol2	Tol2	GCF_000307105.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula toluolica	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfobulbus propionicus DSM 2032	DSM 2032	GCF_000186885.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfocapsa sulfexigens DSM 10523	DSM 10523	GCF_000341395.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa sulfexigens	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfococcus multivorans	DSM 2059	GCF_001854245.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus	Desulfococcus multivorans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfoconvexum algidum	JCM 16085	GCF_055382125.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum	Desulfoconvexum algidum	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	Walvis Bay	GCF_000212675.2	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	Desulfocurvibacter africanus	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfocurvus thunnarius	JCM 18546	GCF_055390965.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus	Desulfocurvus thunnarius	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfofarcimen acetoxidans DSM 771	DSM 771	GCF_000024205.1	reference genome	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofarcimen	Desulfofarcimen acetoxidans	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfoferula mesophila	12FAK	GCF_037076455.1	reference genome	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfoferula	Desulfoferula mesophila	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfofundulus kuznetsovii DSM 6115	DSM 6115	GCF_000214705.1	reference genome	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus kuznetsovii	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfofustis limnaeus	PPLL	GCF_023169885.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis	Desulfofustis limnaeus	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfoglaeba alkanexedens ALDC	ALDC	GCF_005377625.1	reference genome	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba alkanexedens	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfogranum aggregans	JCM 19994	GCF_055398265.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	Desulfogranum aggregans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfohalobium retbaense DSM 5692	DSM 5692	GCF_000024325.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	Desulfohalobium retbaense	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfolithobacter dissulfuricans	GF1	GCF_025998535.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfolithobacter	Desulfolithobacter dissulfuricans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfoluna limicola	ASN36	GCF_021654575.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfoluna	Desulfoluna limicola	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfolutivibrio sulfoxidireducens	DSM 107105	GCF_013376475.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfolutivibrio	Desulfolutivibrio sulfoxidireducens	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfomarina profundi	KT2	GCF_019703855.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfomarina	Desulfomarina profundi	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfomicrobium baculatum DSM 4028	DSM 4028	GCF_000023225.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium baculatum	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfomonile tiedjei DSM 6799	DSM 6799	GCF_000266945.1	reference genome	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	Desulfomonile tiedjei	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfonauticus autotrophicus	JCM 13028	GCF_055381725.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonauticaceae	Desulfonauticus	Desulfonauticus autotrophicus	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfonema magnum	4be13	GCF_017377395.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	Desulfonema magnum	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulforamulus reducens MI-1	MI-1	GCF_000016165.1	reference genome	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus reducens	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulforapulum autotrophicum HRM2	HRM2	GCF_000020365.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum	Desulforapulum autotrophicum	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulforudis audaxviator	BYF	GCF_003932015.1	reference genome	Bacillota	Clostridia	Thermoanaerobacterales	Desulforudaceae	Desulforudis	Desulforudis audaxviator	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfosarcina variabilis str. Montpellier	Montpellier	GCF_048565275.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina variabilis	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfoscipio gibsoniae DSM 7213	DSM 7213	GCF_000233715.2	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio gibsoniae	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfosediminicola flagellatus	IMCC35005	GCF_005116655.2	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfosediminicola	Desulfosediminicola flagellatus	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfosoma profundi	JCM 16410	GCF_055387865.1	reference genome	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfosoma	Desulfosoma profundi	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfosporomusa polytropa	JCM 32836	GCF_055380075.1	reference genome	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Desulfosporomusa	Desulfosporomusa polytropa	human gut/oral	obligate_anaerobe	gut_associated	non_pathogenic
Desulfosporosinus orientis DSM 765	DSM 765	GCF_000235605.1	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus orientis	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfosudis oleivorans Hxd3	Hxd3	GCF_000018405.1	reference genome	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosudaceae	Desulfosudis	Desulfosudis oleivorans	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfotalea psychrophila LSv54	LSv54	GCF_000025945.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfotalea	Desulfotalea psychrophila	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfothermobacter acidiphilus	3408-1	GCF_052073645.1	reference genome	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfothermobacter	Desulfothermobacter acidiphilus	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfotomaculum nigrificans CO-1-SRB	CO-1-SRB	GCF_000214435.1	reference genome	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum	Desulfotomaculum nigrificans	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfovectis peckii	JCM 17209	GCF_055391705.1	reference genome	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfovectis	Desulfovectis peckii	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfovibrio biadhensis	JCM 30146	GCF_055388615.1	reference genome	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio biadhensis	sediment/gut	obligate_anaerobe	gut_associated	non_pathogenic
Desulfurispirillum indicum S5	S5	GCF_000177635.2	reference genome	Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum	sediment	anaerobe	non_gut	non_pathogenic
Desulfurivibrio alkaliphilus AHT 2	AHT 2	GCF_000092205.1	reference genome	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfurivibrio	Desulfurivibrio alkaliphilus	hydrothermal	anaerobe	non_gut	non_pathogenic
Desulfurobacterium thermolithotrophum DSM 11699	DSM 11699	GCF_000191045.1	reference genome	Aquificota	Aquificia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	hydrothermal	microaerophile	non_gut	non_pathogenic
Desulfuromonas versatilis	NIT-T3	GCF_019704135.1	reference genome	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas versatilis	sediment/soil	anaerobe	non_gut	non_pathogenic
Desulfuromusa ferrireducens	JCM 12926	GCF_055389805.1	reference genome	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Desulfuromusa	Desulfuromusa ferrireducens	sediment/soil	anaerobe	non_gut	non_pathogenic
Devosia ginsengisoli	Gsoil 520	GCF_007859655.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia ginsengisoli	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Devriesea agamarum	IMP2	GCF_900070355.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Devriesea	Devriesea agamarum	soil/clinical	aerobe	non_gut	non_pathogenic
Dialister hominis	5BBH33	GCF_007164725.1	reference genome	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister hominis	human gut/oral	obligate_anaerobe	gut_associated	non_pathogenic
Diaphorobacter nitroreducens	SL-205	GCF_002214645.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	Diaphorobacter nitroreducens	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Dichelobacter nodosus VCS1703A	VCS1703A	GCF_000015345.1	reference genome	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Dickeya dadantii	DSM 18020	GCF_003049785.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dadantii	plant	facultative_anaerobe	non_gut	pathogen (plant)
Dictyoglomus thermophilum H-6-12	H-6-12; ATCC 35947	GCF_000020965.1	reference genome	Dictyoglomota	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus thermophilum	hot spring	anaerobe	non_gut	non_pathogenic
Dietzia psychralcaliphila	ILA-1	GCF_003096095.1	reference genome	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia psychralcaliphila	clinical/soil	aerobe	non_gut	opportunistic_pathogen
Dinoroseobacter shibae DFL 12 = DSM 16493	DFL 12	GCF_000018145.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Dinoroseobacter	Dinoroseobacter shibae	soil/water	aerobe	non_gut	non_pathogenic
Dissulfurimicrobium hydrothermale	Sh68	GCF_022026155.1	reference genome		Deltaproteobacteria			Dissulfurimicrobium	Dissulfurimicrobium hydrothermale	sediment/soil	obligate_anaerobe	non_gut	non_pathogenic
Dissulfurispira thermophila	T55J	GCF_014701235.1	reference genome	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Dissulfurispiraceae	Dissulfurispira	Dissulfurispira thermophila	freshwater/soil	aerobe	non_gut	non_pathogenic
Dokdonella koreensis DS-123	DS-123	GCF_001632775.1	reference genome	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	Dokdonella koreensis	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Dokdonia donghaensis DSW-1	DSW-1	GCF_001653755.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia donghaensis	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Dolichospermum flos-aquae CCAP 1403/13F	CCAP 1403/13f	GCF_012516395.1	reference genome	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum flos-aquae	freshwater/soil	aerobe	non_gut	non_pathogenic
Dolosigranulum savutiense	MSK294	GCF_039830095.1	reference genome	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum savutiense	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Dongshaea marina	DM2	GCF_003072645.1	reference genome	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Dongshaea	Dongshaea marina	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Dorea formicigenerans	ATCC 27755	GCF_025150245.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea formicigenerans	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Draconibacterium halophilum	M1	GCF_010448835.1	reference genome	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium halophilum	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Dryocola sharpae	BD613	GCF_051307055.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dryocola	Dryocola sharpae	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Duffyella gerundensis	AR	GCF_020342335.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Duffyella	Duffyella gerundensis	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Duganella zoogloeoides	ATCC 25935	GCF_034479515.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella zoogloeoides	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Duodenibacillus massiliensis		GCF_928721995.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Duodenibacillus	Duodenibacillus massiliensis	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Dyadobacter fermentans DSM 18053	DSM 18053	GCF_000023125.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Dyadobacter	Dyadobacter fermentans	soil	aerobe	non_gut	non_pathogenic
Dyella marensis	CS5-B2	GCF_049532885.1	reference genome	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella marensis	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Dysosmobacter welbionis		GCF_965366235.1	reference genome	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Echinicola vietnamensis DSM 17526	DSM 17526	GCF_000325705.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis	soil	aerobe	non_gut	non_pathogenic
Ectopseudomonas hydrolytica	DSWY01	GCF_021495345.1	reference genome	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Ectopseudomonas	Ectopseudomonas hydrolytica	soil/water/clinical	aerobe	non_gut	opportunistic_pathogen
Edaphobacter flagellatus	HZ411	GCF_025264665.1	reference genome	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Edaphobacter	Edaphobacter flagellatus	acidic soil	facultative_anaerobe	non_gut	non_pathogenic
Edwardsiella anguillarum ET080813	80813	GCF_000264765.2	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella anguillarum	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Effusibacillus dendaii	skT53	GCF_015097055.1	reference genome	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	Effusibacillus dendaii	soil	aerobe	non_gut	non_pathogenic
Egbenema bharatensis FJBBOT/2019	FJBBOT/2019	GCF_048077055.1	reference genome	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	Egbenema	Egbenema bharatensis	freshwater/marine	aerobe	non_gut	non_pathogenic
Eggerthella guodeyinii	HF-1101	GCF_009834925.2	reference genome	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella guodeyinii	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Egibacter rhizosphaerae	EGI 80759	GCF_004322855.1	reference genome	Actinomycetota	Nitriliruptoria	Egibacterales	Egibacteraceae	Egibacter	Egibacter rhizosphaerae	soil/clinical	aerobe	non_gut	non_pathogenic
Egicoccus halophilus	EGI 80432	GCF_004300825.1	reference genome	Actinomycetota	Nitriliruptoria	Egicoccales	Egicoccaceae	Egicoccus	Egicoccus halophilus	soil/clinical	aerobe	non_gut	non_pathogenic
Ehrlichia ruminantium str. Welgevonden	Welgevonden	GCF_000026005.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	tick/mammal	aerobe	non_gut	pathogen (zoonotic)
